fpr,tpr,threshold
0.0,0.0,inf
0.0006042296072507553,0.0,0.7739441
0.01027190332326284,0.0,0.59931505
0.01027190332326284,0.0010638297872340426,0.5903686
0.010876132930513595,0.0010638297872340426,0.5848418
0.010876132930513595,0.009574468085106383,0.5531346
0.011480362537764351,0.009574468085106383,0.5491098
0.011480362537764351,0.026595744680851064,0.53055114
0.012084592145015106,0.026595744680851064,0.5285272
0.012084592145015106,0.02872340425531915,0.5265893
0.038066465256797584,0.02872340425531915,0.46239552
0.038066465256797584,0.031914893617021274,0.45863336
0.03867069486404834,0.031914893617021274,0.45290646
0.03867069486404834,0.03297872340425532,0.44760266
0.0404833836858006,0.03297872340425532,0.44509465
0.0404833836858006,0.03404255319148936,0.44139808
0.04108761329305136,0.03404255319148936,0.4413864
0.04108761329305136,0.036170212765957444,0.4405529
0.04169184290030212,0.036170212765957444,0.44035834
0.04169184290030212,0.04893617021276596,0.43540874
0.04229607250755287,0.04893617021276596,0.43530616
0.04229607250755287,0.05531914893617021,0.43066716
0.045317220543806644,0.05531914893617021,0.42220992
0.045317220543806644,0.0627659574468085,0.41915065
0.04652567975830816,0.0627659574468085,0.4178353
0.04652567975830816,0.125531914893617,0.40614685
0.047129909365558914,0.125531914893617,0.40596527
0.047129909365558914,0.1276595744680851,0.40588886
0.04894259818731118,0.1276595744680851,0.40528646
0.04894259818731118,0.12872340425531914,0.4052623
0.050151057401812686,0.12872340425531914,0.40479606
0.050151057401812686,0.12978723404255318,0.4047121
0.05075528700906345,0.12978723404255318,0.40463194
0.05075528700906345,0.13191489361702127,0.4041687
0.051963746223564956,0.13191489361702127,0.40347236
0.051963746223564956,0.13936170212765958,0.40193146
0.05256797583081571,0.13936170212765958,0.40125743
0.05256797583081571,0.16382978723404254,0.39632303
0.053172205438066465,0.16382978723404254,0.3962888
0.053172205438066465,0.275531914893617,0.38952377
0.05377643504531722,0.275531914893617,0.3895052
0.05377643504531722,0.28085106382978725,0.38927865
0.054380664652567974,0.28085106382978725,0.38925892
0.054380664652567974,0.30106382978723406,0.38857073
0.05498489425981873,0.30106382978723406,0.3884627
0.05498489425981873,0.32659574468085106,0.3872792
0.05558912386706949,0.32659574468085106,0.38725886
0.05558912386706949,0.4329787234042553,0.37942487
0.056797583081571,0.4329787234042553,0.37937337
0.056797583081571,0.6404255319148936,0.3663033
0.05740181268882175,0.6404255319148936,0.36623007
0.05740181268882175,0.7191489361702128,0.36191946
0.05800604229607251,0.7191489361702128,0.36188647
0.05800604229607251,0.8053191489361702,0.3575033
0.05861027190332326,0.8053191489361702,0.35746506
0.05861027190332326,0.8361702127659575,0.3540575
0.059214501510574016,0.8361702127659575,0.35374415
0.059214501510574016,0.8372340425531914,0.35373813
0.06102719033232629,0.8372340425531914,0.35348314
0.06102719033232629,0.8425531914893617,0.35329878
0.06163141993957704,0.8425531914893617,0.35322905
0.06163141993957704,0.8436170212765958,0.35306567
0.062235649546827795,0.8436170212765958,0.3530034
0.062235649546827795,0.8489361702127659,0.35246783
0.06283987915407856,0.8489361702127659,0.3524134
0.06283987915407856,0.851063829787234,0.3520326
0.0634441087613293,0.851063829787234,0.3518617
0.0634441087613293,0.8542553191489362,0.35139984
0.06404833836858007,0.8542553191489362,0.35122544
0.06404833836858007,0.8553191489361702,0.35093012
0.06465256797583081,0.8553191489361702,0.35058817
0.06465256797583081,0.8606382978723405,0.34992534
0.06646525679758308,0.8606382978723405,0.34960884
0.06646525679758308,0.8670212765957447,0.34889138
0.06706948640483383,0.8670212765957447,0.34880716
0.06706948640483383,0.8723404255319149,0.34865445
0.06767371601208459,0.8723404255319149,0.3486178
0.06767371601208459,0.898936170212766,0.34692228
0.06827794561933535,0.898936170212766,0.34690326
0.06827794561933535,0.9138297872340425,0.3457483
0.06948640483383686,0.9138297872340425,0.34568208
0.06948640483383686,0.9148936170212766,0.34567052
0.07009063444108761,0.9148936170212766,0.34566218
0.07009063444108761,0.9159574468085107,0.34563622
0.07069486404833837,0.9159574468085107,0.3455492
0.07069486404833837,0.9191489361702128,0.34532952
0.07190332326283988,0.9191489361702128,0.34510887
0.07190332326283988,0.9223404255319149,0.34483185
0.07250755287009064,0.9223404255319149,0.34474155
0.07250755287009064,0.9329787234042554,0.3430466
0.07311178247734139,0.9329787234042554,0.34304443
0.07311178247734139,0.95,0.33985633
0.07371601208459215,0.95,0.3397767
0.07371601208459215,0.9563829787234043,0.33775955
0.0743202416918429,0.9563829787234043,0.33772808
0.0743202416918429,0.9606382978723405,0.33656943
0.07492447129909366,0.9606382978723405,0.33656904
0.07492447129909366,0.9893617021276596,0.325404
0.0755287009063444,0.9893617021276596,0.3254019
0.0755287009063444,0.9914893617021276,0.32351157
0.08157099697885196,0.9914893617021276,0.301941
0.08157099697885196,0.9925531914893617,0.29908735
0.08277945619335347,0.9925531914893617,0.29180104
0.08277945619335347,0.9936170212765958,0.28957048
0.08398791540785498,0.9936170212765958,0.28660068
0.08398791540785498,0.9957446808510638,0.2846041
0.08459214501510574,0.9957446808510638,0.28437704
0.08459214501510574,1.0,0.2828918
1.0,1.0,0.15323755
