Epoch,Train_Loss,Calib_Loss
1,0.0913786322462318,0.02729282948428219
2,0.0266554352829317,0.025007441723347738
3,0.023959799438882753,0.0235818847658575
4,0.02343112641795479,0.02351892016283311
5,0.023154636990170098,0.02344983440020013
6,0.02298895591887681,0.0230383391352346
7,0.022875574555405554,0.02318745463359525
8,0.022787779381874502,0.023574217602650323
9,0.02264871818643451,0.023067156021444175
10,0.022576536160141797,0.023042470597397585
11,0.022587741471875256,0.02309538425859197
12,0.02247381911470729,0.023867173320544735
13,0.022545708974254564,0.02345932287626191
14,0.022459063686323433,0.022791835418999304
15,0.022362028943061867,0.023203340258477104
16,0.022393827444133343,0.02327922051978483
17,0.022407109469474232,0.02304317653722122
18,0.02233107387420515,0.02356802776531657
19,0.022223792708668585,0.023144524452796193
20,0.02220671545443847,0.023302398903357086
21,0.022183423706309036,0.023338620779624345
22,0.022142628292900552,0.02314354457785364
23,0.02218294701372831,0.02316415684434508
24,0.02211742689253279,0.023545169746272444
