fpr,tpr,threshold
0.0,0.0,inf
0.0005865102639296188,0.0,0.39674002
0.0017595307917888563,0.0,0.320897
0.0017595307917888563,0.00851063829787234,0.2870238
0.002932551319648094,0.00851063829787234,0.28378463
0.002932551319648094,0.009574468085106383,0.28289473
0.0093841642228739,0.009574468085106383,0.24099675
0.0093841642228739,0.015957446808510637,0.22472148
0.011730205278592375,0.015957446808510637,0.22135925
0.011730205278592375,0.019148936170212766,0.21950941
0.017008797653958945,0.019148936170212766,0.16365746
0.017008797653958945,0.02872340425531915,0.14882572
0.026979472140762465,0.02872340425531915,0.11577536
0.026979472140762465,0.029787234042553193,0.11106701
0.0281524926686217,0.029787234042553193,0.10487099
0.0281524926686217,0.030851063829787233,0.103274286
0.03636363636363636,0.030851063829787233,0.08836366
0.03636363636363636,0.03297872340425532,0.0855353
0.04046920821114369,0.03297872340425532,0.07089464
0.04046920821114369,0.045744680851063826,0.065735735
0.04105571847507331,0.045744680851063826,0.06569353
0.04105571847507331,0.07765957446808511,0.06467676
0.04105571847507331,0.0797872340425532,0.06466995
0.04105571847507331,0.23297872340425532,0.06291066
0.04164222873900293,0.23297872340425532,0.06290962
0.04164222873900293,0.2521276595744681,0.0627593
0.04164222873900293,0.2542553191489362,0.062756285
0.04164222873900293,0.6861702127659575,0.060893167
0.04222873900293255,0.6861702127659575,0.06088593
0.04222873900293255,0.7085106382978723,0.060756214
0.04281524926686217,0.7085106382978723,0.060753822
0.04281524926686217,0.7127659574468085,0.06072811
0.04340175953079179,0.7127659574468085,0.06072675
0.04340175953079179,0.7606382978723404,0.0604528
0.04398826979472141,0.7606382978723404,0.060449343
0.04398826979472141,0.7797872340425532,0.060291566
0.04457478005865103,0.7797872340425532,0.0602881
0.04457478005865103,0.7819148936170213,0.06028358
0.04516129032258064,0.7819148936170213,0.060281534
0.04516129032258064,0.7829787234042553,0.060276788
0.04574780058651026,0.7829787234042553,0.06027647
0.04574780058651026,0.7968085106382978,0.06023066
0.04633431085043988,0.7968085106382978,0.06022989
0.04633431085043988,0.798936170212766,0.060221512
0.0469208211143695,0.798936170212766,0.06021586
0.0469208211143695,0.8,0.060209412
0.04750733137829912,0.8,0.060197376
0.04750733137829912,0.8021276595744681,0.060166083
0.04868035190615836,0.8021276595744681,0.060152657
0.04868035190615836,0.8063829787234043,0.060122438
0.04926686217008798,0.8063829787234043,0.06008351
0.04926686217008798,0.8085106382978723,0.060079932
0.05043988269794721,0.8085106382978723,0.060068488
0.05043988269794721,0.8287234042553191,0.059905536
0.05102639296187683,0.8287234042553191,0.059892964
0.05102639296187683,0.8382978723404255,0.05980622
0.05161290322580645,0.8382978723404255,0.059788276
0.05161290322580645,0.8404255319148937,0.05975896
0.05219941348973607,0.8404255319148937,0.05974831
0.05219941348973607,0.847872340425532,0.05969418
0.05278592375366569,0.847872340425532,0.059686195
0.05278592375366569,0.8723404255319149,0.059389234
0.05337243401759531,0.8723404255319149,0.05938158
0.05337243401759531,0.9010638297872341,0.058909196
0.05395894428152493,0.9010638297872341,0.058840282
0.05395894428152493,0.925531914893617,0.05821093
0.05454545454545454,0.925531914893617,0.05818074
0.05454545454545454,0.9340425531914893,0.057566922
0.05571847507331378,0.9340425531914893,0.057211734
0.05571847507331378,0.9351063829787234,0.05707416
0.0563049853372434,0.9351063829787234,0.05667767
0.0563049853372434,0.9404255319148936,0.055587
0.05689149560117302,0.9404255319148936,0.05542604
0.05689149560117302,0.9436170212765957,0.055196762
0.05865102639296188,0.9436170212765957,0.054670267
