Sample,X(ms) [12.12.2025 08:02:51 589 UTC],DB_Measuring.CycleTime_ms
13538,1.76553E+12,25
13539,1.76553E+12,24
13540,1.76553E+12,25
13541,1.76553E+12,26
13542,1.76553E+12,25
13543,1.76553E+12,25
13544,1.76553E+12,26
13545,1.76553E+12,26
13546,1.76553E+12,25
13547,1.76553E+12,25
13548,1.76553E+12,25
13549,1.76553E+12,24
13550,1.76553E+12,23
13551,1.76553E+12,23
13552,1.76553E+12,24
13553,1.76553E+12,24
13554,1.76553E+12,24
13555,1.76553E+12,24
13556,1.76553E+12,26
13557,1.76553E+12,24
13558,1.76553E+12,24
13559,1.76553E+12,25
13560,1.76553E+12,24
13561,1.76553E+12,24
13562,1.76553E+12,24
13563,1.76553E+12,25
13564,1.76553E+12,23
13565,1.76553E+12,24
13566,1.76553E+12,23
13567,1.76553E+12,24
13568,1.76553E+12,25
13569,1.76553E+12,24
13570,1.76553E+12,26
13571,1.76553E+12,25
13572,1.76553E+12,26
13573,1.76553E+12,26
13574,1.76553E+12,25
13575,1.76553E+12,27
13576,1.76553E+12,24
13577,1.76553E+12,26
13578,1.76553E+12,25
13579,1.76553E+12,24
13580,1.76553E+12,26
13581,1.76553E+12,25
13582,1.76553E+12,25
13583,1.76553E+12,24
13584,1.76553E+12,23
13585,1.76553E+12,25
13586,1.76553E+12,24
13587,1.76553E+12,24
13588,1.76553E+12,25
13589,1.76553E+12,24
13590,1.76553E+12,23
13591,1.76553E+12,25
13592,1.76553E+12,24
13593,1.76553E+12,24
13594,1.76553E+12,24
13595,1.76553E+12,23
13596,1.76553E+12,23
13597,1.76553E+12,23
13598,1.76553E+12,23
13599,1.76553E+12,25
13600,1.76553E+12,23
13601,1.76553E+12,23
13602,1.76553E+12,24
13603,1.76553E+12,23
13604,1.76553E+12,23
13605,1.76553E+12,24
13606,1.76553E+12,24
13607,1.76553E+12,24
13608,1.76553E+12,24
13609,1.76553E+12,23
13610,1.76553E+12,24
13611,1.76553E+12,24
13612,1.76553E+12,25
13613,1.76553E+12,24
13614,1.76553E+12,24
