7495,1.76539E+12,145
7496,1.76539E+12,140
7497,1.76539E+12,137
7498,1.76539E+12,130
7499,1.76539E+12,128
7500,1.76539E+12,129
7501,1.76539E+12,125
7502,1.76539E+12,131
7503,1.76539E+12,132
7504,1.76539E+12,134
7505,1.76539E+12,137
7506,1.76539E+12,133
7507,1.76539E+12,131
7508,1.76539E+12,131
7509,1.76539E+12,139
7510,1.76539E+12,147
7511,1.76539E+12,142
7512,1.76539E+12,131
7513,1.76539E+12,135
7514,1.76539E+12,133
7515,1.76539E+12,133
7516,1.76539E+12,137
7517,1.76539E+12,132
7518,1.76539E+12,132
7519,1.76539E+12,130
7520,1.76539E+12,128
7521,1.76539E+12,129
7522,1.76539E+12,129
7523,1.76539E+12,132
7524,1.76539E+12,128
7525,1.76539E+12,128
7526,1.76539E+12,129
7527,1.76539E+12,128
7528,1.76539E+12,128
7529,1.76539E+12,127
7530,1.76539E+12,133
7531,1.76539E+12,131
7532,1.76539E+12,140
7533,1.76539E+12,145
7534,1.76539E+12,139
7535,1.76539E+12,135
7536,1.76539E+12,133
7537,1.76539E+12,130
7538,1.76539E+12,130
7539,1.76539E+12,131
7540,1.76539E+12,133
7541,1.76539E+12,130
7542,1.76539E+12,133
7543,1.76539E+12,128
7544,1.76539E+12,127
7545,1.76539E+12,128
7546,1.76539E+12,128
7547,1.76539E+12,133
7548,1.76539E+12,132
7549,1.76539E+12,136
7550,1.76539E+12,137
7551,1.76539E+12,131
7552,1.76539E+12,128
7553,1.76539E+12,133
7554,1.76539E+12,132
7555,1.76539E+12,126
7556,1.76539E+12,129
7557,1.76539E+12,129
7558,1.76539E+12,159
7559,1.76539E+12,179
7560,1.76539E+12,150
7561,1.76539E+12,140
7562,1.76539E+12,142
7563,1.76539E+12,135
7564,1.76539E+12,140
7565,1.76539E+12,145
7566,1.76539E+12,166
7567,1.76539E+12,193
7568,1.76539E+12,161
7569,1.76539E+12,138
7570,1.76539E+12,142
7571,1.76539E+12,141
7572,1.76539E+12,144
7573,1.76539E+12,138
7574,1.76539E+12,140
7575,1.76539E+12,138
7576,1.76539E+12,140
7577,1.76539E+12,140
7578,1.76539E+12,142
7579,1.76539E+12,151
7580,1.76539E+12,148
7581,1.76539E+12,145
7582,1.76539E+12,136
7583,1.76539E+12,144
7584,1.76539E+12,145
7585,1.76539E+12,149
7586,1.76539E+12,155
7587,1.76539E+12,156
7588,1.76539E+12,144
7589,1.76539E+12,138
7590,1.76539E+12,153
7591,1.76539E+12,146
7592,1.76539E+12,144
7593,1.76539E+12,143
7594,1.76539E+12,134
7595,1.76539E+12,132
7596,1.76539E+12,128
7597,1.76539E+12,127
7598,1.76539E+12,134
7599,1.76539E+12,139
7600,1.76539E+12,141
7601,1.76539E+12,152
7602,1.76539E+12,161
7603,1.76539E+12,156
7604,1.76539E+12,148
7605,1.76539E+12,149
7606,1.76539E+12,153
7607,1.76539E+12,155
7608,1.76539E+12,156
7609,1.76539E+12,146
7610,1.76539E+12,144
7611,1.76539E+12,141
7612,1.76539E+12,137
7613,1.76539E+12,137
7614,1.76539E+12,142
7615,1.76539E+12,143
7616,1.76539E+12,143
7617,1.76539E+12,137
7618,1.76539E+12,129
7619,1.76539E+12,133
7620,1.76539E+12,132
7621,1.76539E+12,131
7622,1.76539E+12,140
7623,1.76539E+12,152
7624,1.76539E+12,148
7625,1.76539E+12,141
7626,1.76539E+12,147
7627,1.76539E+12,145
7628,1.76539E+12,158
7629,1.76539E+12,151
7630,1.76539E+12,152
7631,1.76539E+12,163
7632,1.76539E+12,152
7633,1.76539E+12,149
7634,1.76539E+12,169
7635,1.76539E+12,162
7636,1.76539E+12,142
7637,1.76539E+12,137
7638,1.76539E+12,143
7639,1.76539E+12,135
7640,1.76539E+12,137
7641,1.76539E+12,156
7642,1.76539E+12,152
7643,1.76539E+12,140
7644,1.76539E+12,145
7645,1.76539E+12,137
7646,1.76539E+12,131
7647,1.76539E+12,130
7648,1.76539E+12,146
7649,1.76539E+12,149
7650,1.76539E+12,135
7651,1.76539E+12,129
7652,1.76539E+12,133
7653,1.76539E+12,150
7654,1.76539E+12,132
7655,1.76539E+12,131
7656,1.76539E+12,128
7657,1.76539E+12,128
7658,1.76539E+12,130
7659,1.76539E+12,148
7660,1.76539E+12,140
7661,1.76539E+12,141
7662,1.76539E+12,148
7663,1.76539E+12,145
