Sample,X(ms) [12.12.2025 17:33:09 281 UTC],DB_Measuring.CycleTime_ms
4415,1.76556E+12,3
4416,1.76556E+12,3
4417,1.76556E+12,3
4418,1.76556E+12,2
4419,1.76556E+12,2
4420,1.76556E+12,2
4421,1.76556E+12,2
4422,1.76556E+12,2
4423,1.76556E+12,2
4424,1.76556E+12,2
4425,1.76556E+12,2
4426,1.76556E+12,2
4427,1.76556E+12,2
4428,1.76556E+12,2
4429,1.76556E+12,2
4430,1.76556E+12,2
4431,1.76556E+12,2
4432,1.76556E+12,2
4433,1.76556E+12,2
4434,1.76556E+12,2
4435,1.76556E+12,2
4436,1.76556E+12,2
4437,1.76556E+12,3
4438,1.76556E+12,2
4439,1.76556E+12,2
4440,1.76556E+12,2
4441,1.76556E+12,2
4442,1.76556E+12,3
4443,1.76556E+12,2
4444,1.76556E+12,2
4445,1.76556E+12,2
4446,1.76556E+12,2
4447,1.76556E+12,2
4448,1.76556E+12,2
4449,1.76556E+12,2
4450,1.76556E+12,2
4451,1.76556E+12,2
4452,1.76556E+12,2
4453,1.76556E+12,2
4454,1.76556E+12,2
4455,1.76556E+12,2
4456,1.76556E+12,2
4457,1.76556E+12,2
4458,1.76556E+12,3
4459,1.76556E+12,3
4460,1.76556E+12,3
4461,1.76556E+12,2
4462,1.76556E+12,2
4463,1.76556E+12,2
4464,1.76556E+12,4
4465,1.76556E+12,2
4466,1.76556E+12,2
4467,1.76556E+12,2
4468,1.76556E+12,2
4469,1.76556E+12,2
4470,1.76556E+12,2
4471,1.76556E+12,2
4472,1.76556E+12,2
4473,1.76556E+12,2
4474,1.76556E+12,2
4475,1.76556E+12,2
4476,1.76556E+12,2
4477,1.76556E+12,2
4478,1.76556E+12,3
4479,1.76556E+12,2
4480,1.76556E+12,2
4481,1.76556E+12,2
4482,1.76556E+12,2
4483,1.76556E+12,2
4484,1.76556E+12,2
4485,1.76556E+12,2
4486,1.76556E+12,2
4487,1.76556E+12,2
4488,1.76556E+12,2
4489,1.76556E+12,3
4490,1.76556E+12,3
4491,1.76556E+12,2
4492,1.76556E+12,2
4493,1.76556E+12,3
4494,1.76556E+12,3
4495,1.76556E+12,3
4496,1.76556E+12,3
4497,1.76556E+12,2
4498,1.76556E+12,2
4499,1.76556E+12,3
4500,1.76556E+12,2
4501,1.76556E+12,2
4502,1.76556E+12,2
4503,1.76556E+12,2
4504,1.76556E+12,2
4505,1.76556E+12,3
4506,1.76556E+12,3
4507,1.76556E+12,2
4508,1.76556E+12,2
4509,1.76556E+12,2
4510,1.76556E+12,2
4511,1.76556E+12,3
4512,1.76556E+12,2
4513,1.76556E+12,2
4514,1.76556E+12,2
4515,1.76556E+12,2
4516,1.76556E+12,2
4517,1.76556E+12,2
4518,1.76556E+12,2
4519,1.76556E+12,2
4520,1.76556E+12,2
4521,1.76556E+12,2
4522,1.76556E+12,3
4523,1.76556E+12,3
4524,1.76556E+12,2
4525,1.76556E+12,2
4526,1.76556E+12,3
4527,1.76556E+12,3
4528,1.76556E+12,3
4529,1.76556E+12,3
4530,1.76556E+12,3
4531,1.76556E+12,3
4532,1.76556E+12,3
4533,1.76556E+12,3
4534,1.76556E+12,3
4535,1.76556E+12,3
4536,1.76556E+12,3
4537,1.76556E+12,3
4538,1.76556E+12,2
4539,1.76556E+12,2
4540,1.76556E+12,2
4541,1.76556E+12,2
4542,1.76556E+12,3
4543,1.76556E+12,2
4544,1.76556E+12,2
4545,1.76556E+12,2
4546,1.76556E+12,2
4547,1.76556E+12,3
4548,1.76556E+12,2
4549,1.76556E+12,2
4550,1.76556E+12,2
4551,1.76556E+12,2
4552,1.76556E+12,2
4553,1.76556E+12,2
4554,1.76556E+12,2
4555,1.76556E+12,2
4556,1.76556E+12,2
4557,1.76556E+12,2
4558,1.76556E+12,2
4559,1.76556E+12,2
4560,1.76556E+12,2
4561,1.76556E+12,2
4562,1.76556E+12,2
4563,1.76556E+12,3
4564,1.76556E+12,2
4565,1.76556E+12,2
4566,1.76556E+12,2
4567,1.76556E+12,2
4568,1.76556E+12,2
4569,1.76556E+12,2
4570,1.76556E+12,2
4571,1.76556E+12,2
4572,1.76556E+12,2
4573,1.76556E+12,2
4574,1.76556E+12,2
4575,1.76556E+12,2
4576,1.76556E+12,2
4577,1.76556E+12,2
4578,1.76556E+12,2
4579,1.76556E+12,2
4580,1.76556E+12,2
4581,1.76556E+12,2
4582,1.76556E+12,2
4583,1.76556E+12,2
4584,1.76556E+12,2
4585,1.76556E+12,3
4586,1.76556E+12,2
4587,1.76556E+12,2
4588,1.76556E+12,2
4589,1.76556E+12,2
4590,1.76556E+12,3
4591,1.76556E+12,2
4592,1.76556E+12,2
4593,1.76556E+12,2
4594,1.76556E+12,2
4595,1.76556E+12,2
4596,1.76556E+12,2
4597,1.76556E+12,2
4598,1.76556E+12,2
4599,1.76556E+12,3
4600,1.76556E+12,2
4601,1.76556E+12,2
4602,1.76556E+12,2
4603,1.76556E+12,2
4604,1.76556E+12,2
4605,1.76556E+12,2
4606,1.76556E+12,2
4607,1.76556E+12,3
4608,1.76556E+12,2
4609,1.76556E+12,2
4610,1.76556E+12,2
4611,1.76556E+12,2
4612,1.76556E+12,3
4613,1.76556E+12,2
4614,1.76556E+12,2
4615,1.76556E+12,2
4616,1.76556E+12,2
4617,1.76556E+12,3
4618,1.76556E+12,2
4619,1.76556E+12,2
4620,1.76556E+12,2
4621,1.76556E+12,2
4622,1.76556E+12,3
4623,1.76556E+12,2
4624,1.76556E+12,2
4625,1.76556E+12,2
4626,1.76556E+12,2
4627,1.76556E+12,2
4628,1.76556E+12,2
4629,1.76556E+12,2
4630,1.76556E+12,2
4631,1.76556E+12,2
4632,1.76556E+12,2
4633,1.76556E+12,2
4634,1.76556E+12,2
4635,1.76556E+12,2
4636,1.76556E+12,2
4637,1.76556E+12,2
4638,1.76556E+12,2
4639,1.76556E+12,2
4640,1.76556E+12,3
4641,1.76556E+12,2
4642,1.76556E+12,2
4643,1.76556E+12,2
4644,1.76556E+12,2
4645,1.76556E+12,2
4646,1.76556E+12,2
4647,1.76556E+12,2
4648,1.76556E+12,2
4649,1.76556E+12,2
4650,1.76556E+12,2
4651,1.76556E+12,3
4652,1.76556E+12,2
4653,1.76556E+12,2
4654,1.76556E+12,2
4655,1.76556E+12,2
4656,1.76556E+12,2
4657,1.76556E+12,2
4658,1.76556E+12,2
4659,1.76556E+12,2
4660,1.76556E+12,2
4661,1.76556E+12,2
4662,1.76556E+12,3
4663,1.76556E+12,2
4664,1.76556E+12,2
4665,1.76556E+12,2
4666,1.76556E+12,2
4667,1.76556E+12,2
4668,1.76556E+12,2
4669,1.76556E+12,3
4670,1.76556E+12,2
4671,1.76556E+12,2
4672,1.76556E+12,2
4673,1.76556E+12,2
4674,1.76556E+12,2
4675,1.76556E+12,3
4676,1.76556E+12,2
4677,1.76556E+12,2
4678,1.76556E+12,2
4679,1.76556E+12,2
4680,1.76556E+12,2
4681,1.76556E+12,2
4682,1.76556E+12,2
4683,1.76556E+12,2
4684,1.76556E+12,2
4685,1.76556E+12,2
4686,1.76556E+12,2
4687,1.76556E+12,2
4688,1.76556E+12,2
4689,1.76556E+12,2
4690,1.76556E+12,2
4691,1.76556E+12,2
4692,1.76556E+12,2
4693,1.76556E+12,2
4694,1.76556E+12,2
4695,1.76556E+12,2
4696,1.76556E+12,2
4697,1.76556E+12,3
4698,1.76556E+12,2
4699,1.76556E+12,2
4700,1.76556E+12,2
4701,1.76556E+12,2
4702,1.76556E+12,2
4703,1.76556E+12,2
4704,1.76556E+12,2
4705,1.76556E+12,2
4706,1.76556E+12,2
4707,1.76556E+12,2
4708,1.76556E+12,2
4709,1.76556E+12,3
4710,1.76556E+12,2
4711,1.76556E+12,2
4712,1.76556E+12,2
4713,1.76556E+12,2
4714,1.76556E+12,2
4715,1.76556E+12,2
4716,1.76556E+12,2
4717,1.76556E+12,2
4718,1.76556E+12,2
4719,1.76556E+12,2
4720,1.76556E+12,3
4721,1.76556E+12,2
4722,1.76556E+12,2
4723,1.76556E+12,2
4724,1.76556E+12,2
4725,1.76556E+12,2
4726,1.76556E+12,2
4727,1.76556E+12,2
4728,1.76556E+12,2
4729,1.76556E+12,2
4730,1.76556E+12,2
4731,1.76556E+12,2
4732,1.76556E+12,2
4733,1.76556E+12,2
4734,1.76556E+12,2
4735,1.76556E+12,2
4736,1.76556E+12,2
4737,1.76556E+12,2
4738,1.76556E+12,3
4739,1.76556E+12,2
4740,1.76556E+12,2
4741,1.76556E+12,2
4742,1.76556E+12,2
4743,1.76556E+12,2
4744,1.76556E+12,2
4745,1.76556E+12,3
4746,1.76556E+12,2
4747,1.76556E+12,2
4748,1.76556E+12,2
4749,1.76556E+12,2
4750,1.76556E+12,2
4751,1.76556E+12,2
4752,1.76556E+12,2
4753,1.76556E+12,2
4754,1.76556E+12,2
4755,1.76556E+12,2
4756,1.76556E+12,2
4757,1.76556E+12,2
4758,1.76556E+12,2
4759,1.76556E+12,2
4760,1.76556E+12,2
4761,1.76556E+12,2
4762,1.76556E+12,2
4763,1.76556E+12,2
4764,1.76556E+12,2
4765,1.76556E+12,2
4766,1.76556E+12,4
4767,1.76556E+12,2
4768,1.76556E+12,2
4769,1.76556E+12,2
4770,1.76556E+12,2
4771,1.76556E+12,2
4772,1.76556E+12,2
4773,1.76556E+12,2
4774,1.76556E+12,2
4775,1.76556E+12,2
4776,1.76556E+12,2
4777,1.76556E+12,2
4778,1.76556E+12,3
4779,1.76556E+12,2
4780,1.76556E+12,2
4781,1.76556E+12,2
4782,1.76556E+12,2
4783,1.76556E+12,2
4784,1.76556E+12,2
4785,1.76556E+12,2
4786,1.76556E+12,2
4787,1.76556E+12,2
4788,1.76556E+12,2
4789,1.76556E+12,2
4790,1.76556E+12,3
4791,1.76556E+12,2
4792,1.76556E+12,2
4793,1.76556E+12,2
4794,1.76556E+12,2
4795,1.76556E+12,4
4796,1.76556E+12,2
4797,1.76556E+12,2
4798,1.76556E+12,2
4799,1.76556E+12,2
4800,1.76556E+12,2
4801,1.76556E+12,2
4802,1.76556E+12,2
4803,1.76556E+12,2
4804,1.76556E+12,2
4805,1.76556E+12,2
4806,1.76556E+12,2
4807,1.76556E+12,2
4808,1.76556E+12,2
4809,1.76556E+12,2
4810,1.76556E+12,2
4811,1.76556E+12,2
4812,1.76556E+12,2
4813,1.76556E+12,2
4814,1.76556E+12,2
4815,1.76556E+12,2
4816,1.76556E+12,2
4817,1.76556E+12,3
4818,1.76556E+12,2
4819,1.76556E+12,2
