Sample,X(ms) [08.12.2025 19:46:42 200 UTC],DB_Measuring.CycleTime_ms
11670,1.76522E+12,5
11671,1.76522E+12,63
11672,1.76522E+12,63
11673,1.76522E+12,60
11674,1.76522E+12,60
11675,1.76522E+12,58
11676,1.76522E+12,58
11677,1.76522E+12,62
11678,1.76522E+12,61
11679,1.76522E+12,52
11680,1.76522E+12,57
11681,1.76522E+12,57
11682,1.76522E+12,57
11683,1.76522E+12,58
11684,1.76522E+12,58
11685,1.76522E+12,57
11686,1.76522E+12,55
11687,1.76522E+12,57
11688,1.76522E+12,56
11689,1.76522E+12,58
11690,1.76522E+12,57
11691,1.76522E+12,58
11692,1.76522E+12,58
11693,1.76522E+12,61
11694,1.76522E+12,53
11695,1.76522E+12,56
11696,1.76522E+12,57
11697,1.76522E+12,52
11698,1.76522E+12,52
11699,1.76522E+12,54
11700,1.76522E+12,58
11701,1.76522E+12,60
11702,1.76522E+12,55
11703,1.76522E+12,51
11704,1.76522E+12,54
11705,1.76522E+12,53
11706,1.76522E+12,58
11707,1.76522E+12,54
11708,1.76522E+12,59
11709,1.76522E+12,61
11710,1.76522E+12,61
11711,1.76522E+12,52
11712,1.76522E+12,53
11713,1.76522E+12,56
11714,1.76522E+12,56
11715,1.76522E+12,56
11716,1.76522E+12,54
11717,1.76522E+12,56
11718,1.76522E+12,55
11719,1.76522E+12,57
11720,1.76522E+12,57
11721,1.76522E+12,55
11722,1.76522E+12,55
11723,1.76522E+12,56
11724,1.76522E+12,52
11725,1.76522E+12,58
11726,1.76522E+12,60
11727,1.76522E+12,57
11728,1.76522E+12,57
11729,1.76522E+12,56
11730,1.76522E+12,60
11731,1.76522E+12,56
11732,1.76522E+12,54
11733,1.76522E+12,54
11734,1.76522E+12,56
11735,1.76522E+12,59
11736,1.76522E+12,56
11737,1.76522E+12,59
11738,1.76522E+12,62
11739,1.76522E+12,61
11740,1.76522E+12,53
11741,1.76522E+12,61
11742,1.76522E+12,58
11743,1.76522E+12,53
11744,1.76522E+12,58
11745,1.76522E+12,56
11746,1.76522E+12,57
11747,1.76522E+12,52
11748,1.76522E+12,55
11749,1.76522E+12,58
11750,1.76522E+12,57
11751,1.76522E+12,60
11752,1.76522E+12,58
11753,1.76522E+12,56
11754,1.76522E+12,58
11755,1.76522E+12,59
11756,1.76522E+12,60
11757,1.76522E+12,57
11758,1.76522E+12,60
11759,1.76522E+12,73
11760,1.76522E+12,61
11761,1.76522E+12,57
11762,1.76522E+12,56
11763,1.76522E+12,60
11764,1.76522E+12,59
11765,1.76522E+12,55
11766,1.76522E+12,59
11767,1.76522E+12,63
11768,1.76522E+12,56
11769,1.76522E+12,56
11770,1.76522E+12,57
11771,1.76522E+12,58
11772,1.76522E+12,58
11773,1.76522E+12,56
11774,1.76522E+12,55
11775,1.76522E+12,60
11776,1.76522E+12,56
11777,1.76522E+12,55
11778,1.76522E+12,53
11779,1.76522E+12,59
11780,1.76522E+12,56
11781,1.76522E+12,55
11782,1.76522E+12,63
11783,1.76522E+12,58
11784,1.76522E+12,59
11785,1.76522E+12,55
11786,1.76522E+12,59
